methylation450,TCGA-IB-A6UG-01A,TCGA-3A-A9IU-01A,TCGA-FB-A545-01A,TCGA-IB-AAUQ-01A,TCGA-HV-A5A3-01A,TCGA-IB-7897-01A,TCGA-HV-AA8V-01A,TCGA-HV-A5A5-01A,TCGA-M8-A5N4-01A,TCGA-3A-A9IJ-01A,TCGA-HZ-8637-01A,TCGA-IB-AAUN-01A,TCGA-IB-AAUW-01A,TCGA-IB-7888-01A,TCGA-2L-AAQA-01A,TCGA-RB-A7B8-01A,TCGA-2L-AAQM-01A,TCGA-2J-AABE-01A,TCGA-IB-7889-01A,TCGA-IB-A6UF-01A,TCGA-F2-A8YN-01A,TCGA-F2-A44H-01A,TCGA-YH-A8SY-01A,TCGA-3A-A9IC-01A,TCGA-HZ-A4BK-01A,TCGA-Z5-AAPL-01A,TCGA-H6-A45N-01A,TCGA-HZ-A4BH-01A,TCGA-F2-A7TX-01A,TCGA-Q3-A5QY-01A,TCGA-F2-A44G-01A,TCGA-HZ-A49G-01A,TCGA-HZ-8005-01A,TCGA-HZ-8001-01A,TCGA-LB-A7SX-01A,TCGA-HV-A5A6-01A,TCGA-HZ-8003-01A,TCGA-IB-AAUS-01A,TCGA-HZ-A77P-01A,TCGA-US-A77E-01A,TCGA-IB-7890-01A,TCGA-LB-A9Q5-01A,TCGA-IB-7644-01A,TCGA-2J-AABT-01A,TCGA-2J-AAB1-01A,TCGA-HZ-7920-01A,TCGA-3A-A9IL-01A,TCGA-2J-AABI-01A,TCGA-IB-7647-01A,TCGA-IB-A5SS-01A,TCGA-S4-A8RO-01A,TCGA-IB-A5ST-01A,TCGA-HZ-7918-01A,TCGA-XD-AAUI-01A,TCGA-IB-AAUO-01A,TCGA-PZ-A5RE-01A,TCGA-2J-AABA-01A,TCGA-HV-A5A4-01A,TCGA-3A-A9IZ-01A,TCGA-XD-AAUL-01A,TCGA-IB-7886-01A,TCGA-S4-A8RM-01A,TCGA-HZ-A49H-01A,TCGA-HZ-8636-01A,TCGA-IB-AAUU-01A,TCGA-IB-7885-01A,TCGA-2J-AABO-01A,TCGA-HZ-A8P1-01A,TCGA-2J-AABV-01A,TCGA-US-A77G-01A,TCGA-US-A774-01A,TCGA-HZ-7919-01A,TCGA-2J-AABU-01A,TCGA-IB-7651-01A,TCGA-HZ-8315-01A,TCGA-2L-AAQL-01A,TCGA-IB-7893-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPS-01A,TCGA-IB-AAUP-01A,TCGA-3A-A9IS-01A,TCGA-3A-A9I7-01A,TCGA-2J-AABP-01A,TCGA-HV-A7OL-01A,TCGA-F2-6879-01A,TCGA-FB-A4P6-01A,TCGA-HV-A7OP-01A,TCGA-HZ-7922-01A,TCGA-FB-AAPU-01A,TCGA-3A-A9IX-01A,TCGA-HZ-8317-01A,TCGA-3A-A9J0-01A,TCGA-FB-A4P5-01A,TCGA-3E-AAAZ-01A,TCGA-3E-AAAY-01A,TCGA-H6-8124-01A,TCGA-2L-AAQI-01A,TCGA-HZ-A8P0-01A,TCGA-3A-A9I5-01A,TCGA-YB-A89D-01A,TCGA-2J-AABH-01A,TCGA-IB-7646-01A,TCGA-US-A776-01A,TCGA-IB-A5SO-01A,TCGA-FB-AAQ0-01A,TCGA-RB-AA9M-01A,TCGA-IB-A5SP-01A,TCGA-HZ-A77Q-01A,TCGA-IB-7654-01A,TCGA-3A-A9IN-01A,TCGA-3A-A9IV-01A,TCGA-3A-A9IR-01A,TCGA-IB-AAUV-01A,TCGA-HZ-7289-01A,TCGA-FB-AAPP-01A,TCGA-IB-A7LX-01A,TCGA-IB-A7M4-01A,TCGA-3A-A9IO-01A,TCGA-US-A779-01A,TCGA-2L-AAQE-01A,TCGA-FB-AAQ6-01A,TCGA-2J-AABK-01A,TCGA-HV-AA8X-01A,TCGA-IB-AAUM-01A,TCGA-H8-A6C1-01A,TCGA-F2-7273-01A,TCGA-FB-AAPY-01A,TCGA-FB-A78T-01A,TCGA-IB-8126-01A,TCGA-Q3-AA2A-01A,TCGA-HZ-8002-01A,TCGA-IB-A5SQ-01A,TCGA-HZ-A49I-01A,TCGA-HZ-7926-01A,TCGA-IB-AAUR-01A,TCGA-FB-A5VM-01A,TCGA-FB-AAQ3-01A,TCGA-2J-AABR-01A,TCGA-XN-A8T5-01A,TCGA-IB-8127-01A,TCGA-3A-A9IH-01A,TCGA-XD-AAUG-01A,TCGA-IB-7891-01A,TCGA-HZ-7925-01A,TCGA-2L-AAQJ-01A,TCGA-IB-7887-01A,TCGA-FB-AAQ1-01A,TCGA-S4-A8RP-01A,TCGA-FB-AAPQ-01A,TCGA-YY-A8LH-01A,TCGA-HZ-A77O-01A,TCGA-FB-AAPZ-01A,TCGA-FB-AAQ2-01A,TCGA-LB-A8F3-01A,TCGA-IB-7645-01A,TCGA-HZ-A9TJ-01A,TCGA-2J-AAB6-01A,TCGA-2J-AABF-01A,TCGA-XD-AAUH-01A,TCGA-2J-AAB9-01A,TCGA-OE-A75W-01A,TCGA-2J-AAB4-01A,TCGA-IB-7652-01A,TCGA-3A-A9I9-01A,TCGA-XN-A8T3-01A,TCGA-IB-7649-01A,TCGA-2J-AAB8-01A,TCGA-3A-A9IB-01A
cg21816330,0.568905305,0.064382589,0.025908607,0.465840454,0.590341929,0.214439366,0.054026151,0.229596279,0.039492325,0.114032305,0.522008453,0.744194057,0.296413226,0.613269106,0.766951049,0.585467909,0.059617173,0.098609633,0.441458395,0.761610373,0.069788147,0.073935022,0.423695097,0.043522623,0.61213766,0.270739034,0.434389466,0.551090307,0.285122011,0.330531855,0.577803169,0.260062271,0.331514154,0.468539047,0.087630613,0.074832307,0.185133183,0.168678739,0.367161569,0.694106546,0.537186376,0.409655474,0.680870791,0.302878578,0.631470817,0.154174333,0.045536786,0.61526581,0.542469986,0.502161107,0.774235425,0.142168318,0.596183407,0.310910384,0.684548539,0.093188639,0.180611922,0.758940479,0.720415913,0.044832624,0.108609906,0.498908901,0.302707248,0.654886068,0.051168223,0.494313213,0.051652559,0.745153671,0.310518897,0.715541645,0.42597647,0.061824021,0.664908992,0.520832259,0.529231253,0.757992251,0.627148954,0.074866657,0.419278709,0.423278149,0.045527654,0.535320153,0.097487194,0.701155717,0.832022633,0.169706866,0.68178475,0.45287216,0.79721697,0.091015412,0.408068193,0.742146808,0.534107248,0.498912823,0.161494757,0.053127506,0.075395404,0.078761753,0.046458077,0.253094327,0.618994301,0.562656267,0.091242416,0.139383901,0.710963757,0.558564793,0.858104086,0.420108999,0.607862139,0.161371836,0.592316543,0.923284292,0.307756983,0.840428923,0.939249508,0.100725516,0.709595967,0.173715723,0.832545884,0.743686574,0.76461965,0.490998624,0.762198317,0.39483042,0.536807305,0.334479723,0.369802029,0.761944964,0.57264459,0.406592837,0.094521043,0.155196111,0.700391489,0.512151229,0.383168776,0.158640922,0.44334806,0.299957376,0.221924265,0.207539221,0.739448609,0.104918381,0.365605363,0.264068569,0.521217385,0.081420068,0.655105839,0.666671387,0.642024313,0.731351669,0.074538082,0.805010473,0.711303773,0.121195277,0.444220813,0.530833943,0.053757388,0.111059842,0.250981227,0.484285161,0.591231741,0.344505474,0.557930909,0.721086544,0.17860302,0.228007176,0.080486339,0.043657788
cg25066665,0.21443459,0.072380486,0.935223725,0.515900859,0.959347568,0.714787308,0.868658268,0.776666893,0.485332012,0.899591184,0.933898002,0.831814473,0.548763157,0.922320866,0.936257971,0.560779755,0.065321706,0.884173289,0.857836501,0.286768213,0.068084597,0.459112576,0.783265566,0.325623354,0.226150699,0.849303992,0.888045384,0.338601133,0.654832376,0.860581261,0.637717443,0.753571455,0.527605022,0.570159548,0.306746642,0.150143566,0.670023998,0.85315795,0.402306817,0.473546621,0.738816793,0.775585323,0.918783072,0.479192292,0.652421451,0.76613795,0.321796194,0.262385232,0.426839855,0.430002777,0.265701611,0.570843989,0.33380615,0.346406067,0.924427326,0.886373447,0.372110979,0.965639025,0.374697216,0.117155551,0.131573652,0.893159388,0.662074873,0.276328642,0.301875739,0.641167729,0.662434316,0.328087783,0.300903406,0.423861545,0.55145343,0.756487544,0.808773951,0.555665446,0.333301694,0.704826383,0.367732943,0.426017064,0.889287997,0.349375732,0.039280169,0.587484363,0.641447778,0.931881598,0.304636837,0.496449849,0.964571205,0.533237872,0.912465672,0.372888779,0.513656122,0.167389286,0.940284491,0.486766538,0.524502004,0.373056878,0.68362224,0.187882082,0.46863999,0.265158161,0.738907974,0.304862251,0.043722634,0.610103778,0.193297884,0.589465616,0.88512302,0.887915328,0.865517071,0.083010567,0.896385733,0.950742008,0.570287571,0.572295095,0.155998354,0.187637958,0.858526211,0.475006586,0.71052942,0.917305572,0.891661463,0.251000075,0.922508179,0.557332993,0.47005696,0.634254466,0.221717907,0.901893269,0.922996341,0.305623109,0.546446966,0.915840689,0.469157438,0.405608938,0.784903057,0.536744924,0.83951247,0.275458133,0.903931994,0.330729771,0.397973016,0.435732867,0.60851331,0.681266987,0.749040766,0.888207088,0.875969569,0.9104703,0.789941264,0.346511884,0.902551908,0.744512329,0.913812755,0.1472974,0.939079838,0.381990209,0.922543882,0.373724677,0.892947598,0.267133272,0.818811239,0.267579133,0.938221623,0.397447653,0.473609467,0.626870334,0.653072183,0.769271728
cg24761507,0.497468424,0.048222692,0.729835491,0.040465211,0.433083831,0.048095591,0.039204728,0.257302516,0.021625434,0.023943097,0.041787178,0.678539331,0.019931356,0.263396103,0.471551458,0.285160416,0.017767952,0.314174579,0.417796513,0.445036392,0.514099738,0.311882247,0.335891327,0.024199516,0.024411514,0.061254566,0.044252543,0.386739039,0.383125185,0.059570933,0.459882703,0.266169752,0.44251944,0.326366089,0.544503977,0.463037032,0.053839136,0.175696663,0.484628405,0.580544125,0.603557678,0.333281763,0.020923593,0.027496381,0.58522586,0.031073693,0.016638602,0.698274391,0.389048522,0.030368348,0.664823112,0.054290635,0.332829494,0.031187985,0.573800777,0.548897382,0.402686242,0.022844209,0.025093716,0.309227332,0.027428679,0.605560007,0.028431983,0.024602472,0.338742414,0.26305146,0.02904222,0.643501842,0.028969409,0.578372782,0.302582339,0.508594756,0.343171289,0.515776447,0.02855094,0.620561052,0.02381895,0.470032953,0.364872477,0.191107935,0.019944842,0.027951511,0.025107297,0.524971604,0.549657606,0.092911646,0.865527208,0.629746961,0.592365705,0.041830936,0.214105576,0.327503774,0.217574902,0.479662445,0.270629908,0.636503035,0.376836361,0.107898858,0.485866322,0.049625372,0.273306016,0.424133827,0.020814792,0.244985828,0.589115036,0.02508289,0.677123738,0.356845509,0.428365264,0.081176345,0.155613175,0.024693492,0.029532042,0.030492166,0.953062308,0.637312327,0.385085788,0.020090886,0.532672754,0.465642452,0.626858387,0.23498743,0.697109467,0.117727291,0.121924702,0.075599217,0.357320901,0.617535071,0.072278407,0.066265475,0.211029883,0.25702332,0.528522874,0.246314042,0.160033213,0.031670178,0.441785299,0.038665702,0.152992004,0.628615696,0.52425032,0.032780337,0.39641911,0.359743688,0.547103603,0.020187616,0.549233817,0.023693182,0.426488327,0.43793773,0.021570339,0.61969487,0.572740064,0.492524535,0.354285779,0.597340426,0.538886014,0.428175472,0.063281653,0.038745632,0.62229373,0.023732031,0.033893583,0.026363622,0.274276307,0.425876369,0.025862706,0.549794131
cg18680788,0.439892254,0.021668946,0.611738873,0.089207313,0.666404527,0.035737511,0.044604492,0.291438055,0.064977928,0.021187397,0.081171658,0.584368524,0.025154219,0.29538873,0.626147437,0.280967885,0.017137871,0.168355743,0.395853382,0.646059813,0.049425977,0.025611704,0.025776202,0.284410732,0.536604508,0.135488371,0.025634211,0.373863404,0.18859567,0.129619746,0.458131007,0.265985344,0.500916588,0.42095775,0.031438823,0.023392394,0.075662478,0.090718002,0.417482257,0.536704254,0.561543711,0.173936191,0.260586632,0.13063716,0.534260059,0.025016638,0.016298644,0.720556489,0.414005175,0.367305775,0.723028781,0.049391719,0.025585577,0.04097514,0.541530495,0.033183277,0.449854741,0.620173949,0.02973155,0.021762958,0.607385003,0.653767611,0.026828245,0.342097028,0.596943875,0.325425039,0.407267431,0.695796762,0.066415362,0.597821918,0.059070268,0.130347701,0.165452223,0.383703726,0.02427256,0.490616174,0.433826151,0.397723546,0.198115567,0.217267722,0.017482169,0.079030026,0.020937532,0.438226936,0.583004504,0.089374223,0.549573334,0.548352104,0.479012147,0.046763043,0.021236114,0.58070601,0.139510885,0.545615383,0.126752261,0.570906917,0.307570954,0.300078879,0.4784007,0.180087833,0.546419301,0.560682991,0.52675828,0.02729774,0.466267863,0.021582071,0.625206069,0.241937955,0.566586779,0.017821423,0.034911941,0.019019407,0.023133296,0.017931167,0.92596053,0.587153675,0.021087207,0.016425084,0.038498225,0.584881417,0.614127802,0.370937605,0.591521577,0.099435199,0.023399752,0.071901932,0.416351248,0.553912488,0.370197546,0.042936892,0.029428716,0.384935321,0.382463147,0.396324073,0.129070727,0.388624345,0.528465235,0.04277073,0.130672303,0.662475464,0.569805787,0.028633053,0.289270202,0.433513806,0.558974949,0.452682461,0.514153051,0.18043891,0.3791946,0.572269522,0.020002831,0.704691615,0.530324192,0.415269007,0.331613801,0.439235967,0.409066069,0.298291343,0.122132023,0.058331881,0.589914238,0.022125865,0.381468724,0.420861076,0.157584229,0.201269568,0.430877164,0.020340502
cg22500428,0.577207686,0.038786482,0.700990439,0.023543804,0.677492543,0.127421374,0.043771481,0.020379601,0.034104714,0.021217677,0.02331037,0.608625917,0.030721825,0.339705789,0.135481312,0.514840795,0.025827165,0.019577467,0.380677833,0.597823924,0.398931139,0.120531862,0.021571093,0.395119936,0.360762739,0.036897799,0.021414695,0.016408051,0.021335067,0.05778467,0.124379701,0.392216247,0.572604499,0.402269508,0.190263541,0.015436837,0.039986677,0.047849171,0.143693389,0.537133236,0.551713086,0.166267795,0.462216622,0.080587174,0.544487565,0.038537394,0.018291368,0.833338371,0.339385186,0.300005948,0.705547153,0.018713044,0.019912195,0.022328499,0.38187586,0.578586862,0.313248706,0.612007275,0.021094958,0.32531541,0.537438568,0.608809766,0.03169629,0.02517654,0.570657751,0.026534724,0.460790607,0.163034945,0.024566205,0.543379867,0.033539548,0.367374243,0.463697341,0.471439004,0.313462415,0.268364814,0.453428963,0.420076302,0.018827678,0.024919589,0.017763286,0.018880161,0.021837872,0.513882875,0.663333474,0.103793068,0.821288424,0.577503096,0.035563163,0.191542633,0.025621261,0.029392309,0.107041944,0.461994888,0.195827902,0.105682397,0.025297243,0.021653888,0.328862122,0.430813604,0.597125566,0.561693168,0.013412573,0.285822851,0.416479793,0.019150194,0.632712114,0.397233952,0.017008979,0.032440731,0.022528416,0.017224571,0.017247226,0.015744691,0.961076124,0.635587861,0.032899045,0.052461899,0.201221687,0.568203641,0.27039146,0.332880201,0.036963971,0.073383275,0.03621743,0.099170459,0.290697474,0.086056704,0.269032661,0.053117418,0.322753116,0.304684403,0.418188314,0.45150343,0.106909898,0.501942009,0.531580702,0.027758785,0.115931883,0.658623203,0.478592814,0.026189323,0.383669726,0.380495626,0.487301384,0.021464879,0.534435927,0.406124142,0.380792593,0.02990297,0.570644532,0.734419678,0.544589513,0.236525332,0.32007373,0.436395171,0.23229447,0.546187688,0.082050614,0.024526771,0.607804404,0.027571115,0.442111011,0.275728252,0.402965814,0.365370683,0.376329199,0.230477498
cg11472279,0.431069641,0.023606014,0.657513742,0.320991961,0.563895356,0.047141954,0.110113688,0.330274658,0.051603244,0.021215471,0.265509702,0.232999425,0.017479241,0.321839087,0.621121939,0.469781731,0.018389885,0.029259373,0.414380383,0.68022821,0.616731831,0.073592047,0.02795735,0.496755731,0.432524673,0.045500764,0.024285608,0.517785941,0.551284116,0.163061573,0.502833871,0.351610769,0.519152721,0.340940565,0.672163666,0.561945258,0.203752117,0.072897646,0.412808018,0.494292233,0.486467474,0.128897918,0.527367579,0.021523462,0.546496062,0.02830494,0.02614965,0.686147438,0.436762128,0.490986072,0.726043346,0.032084104,0.020219096,0.02383172,0.456020242,0.327942638,0.301098207,0.659119763,0.022286297,0.017693649,0.593938243,0.627194477,0.028250414,0.401857267,0.600430131,0.292634769,0.483188539,0.68626952,0.034146671,0.593851921,0.087110114,0.575997234,0.04173082,0.537213996,0.026178701,0.465568626,0.4581934,0.46582156,0.351621493,0.385607871,0.02053785,0.022610119,0.0195457,0.493880071,0.673582175,0.087454836,0.899227212,0.499869134,0.194292924,0.224168247,0.264067888,0.610861583,0.211884488,0.483755676,0.196427167,0.117024183,0.364191191,0.02956416,0.019031,0.453708391,0.545543867,0.48750174,0.042805835,0.024884806,0.652184973,0.186698952,0.735012858,0.216858992,0.018874307,0.026983384,0.03964193,0.017509927,0.023829796,0.017499373,0.93972908,0.663747091,0.036942029,0.019749901,0.549176962,0.544045632,0.653678061,0.120125914,0.026762239,0.027393092,0.489712816,0.065222426,0.415764998,0.60424694,0.147889772,0.026056664,0.04530198,0.023677678,0.463580322,0.363025854,0.15495328,0.461644175,0.391002298,0.065928042,0.06079811,0.674694324,0.564612064,0.024356501,0.350438361,0.020601204,0.556334848,0.161550234,0.441102714,0.564592896,0.516749275,0.629289638,0.020717841,0.650903103,0.518487995,0.465206628,0.257685433,0.669202021,0.615583016,0.233159828,0.112378914,0.023034341,0.619582864,0.391645312,0.446705327,0.153952129,0.334189119,0.439810217,0.410265489,0.538889586
cg21937377,0.808008977,0.597431673,0.165583198,0.92916643,0.651264357,0.827048653,0.56380138,0.829249076,0.12058523,0.967458644,0.436817479,0.248902931,0.765442399,0.450233898,0.156381595,0.141559762,0.942916452,0.193307637,0.529133272,0.224384043,0.141265034,0.859157436,0.327876945,0.240724667,0.461660522,0.099554606,0.684238238,0.721746033,0.682668713,0.154183669,0.238871858,0.627507427,0.092523796,0.498379437,0.120513128,0.093400001,0.699806811,0.347836976,0.527210165,0.292842013,0.228820303,0.808837296,0.424182466,0.302807774,0.11392312,0.609130979,0.968506878,0.048453367,0.278936442,0.531314551,0.180678606,0.213370212,0.89835266,0.579037515,0.595047698,0.207636582,0.628330663,0.132822212,0.811928537,0.154653053,0.252102841,0.201856489,0.673832204,0.237532179,0.208555332,0.536332373,0.828960307,0.124891512,0.943527998,0.476369866,0.51901592,0.226447525,0.142394619,0.168471289,0.488815868,0.514966175,0.453240212,0.208297534,0.675244912,0.122290062,0.965673588,0.705479699,0.42863458,0.089550304,0.1224675,0.769809848,0.621430832,0.232481143,0.941039335,0.777492849,0.811992351,0.52742539,0.389732835,0.448048834,0.627953009,0.289903058,0.574048574,0.148504057,0.712230736,0.684514665,0.323114153,0.0783976,0.066802593,0.629096244,0.902711996,0.667686753,0.134583537,0.282842898,0.379543019,0.935681167,0.954329888,0.818770212,0.631392281,0.049174554,0.851516739,0.113556619,0.52297815,0.932546646,0.317950392,0.274999523,0.073037527,0.840269667,0.423501151,0.750222905,0.102109873,0.795978352,0.461465951,0.279603637,0.683351538,0.3117816,0.86468427,0.460296566,0.187616242,0.570002722,0.245154167,0.29460438,0.345144347,0.592794732,0.272838539,0.493926934,0.404063914,0.747003246,0.472696476,0.311945144,0.162160265,0.159387223,0.644035191,0.216988675,0.207672177,0.555631894,0.892874549,0.06860014,0.583750911,0.524623244,0.663920029,0.799145097,0.100338004,0.38044746,0.567377537,0.727630604,0.268445086,0.492439907,0.545334948,0.492942758,0.462506601,0.587378464,0.192945104,0.158813334
cg12539796,0.748777889,0.026852832,0.805106231,0.056056785,0.533651074,0.064859045,0.282087245,0.350575122,0.213295347,0.028217872,0.579152045,0.806294348,0.116020629,0.25848171,0.743183315,0.267988496,0.024320699,0.528160153,0.392018155,0.836674911,0.438861704,0.609431128,0.02048889,0.023104924,0.312756719,0.072540472,0.192959986,0.032990937,0.634030559,0.033445948,0.575067401,0.539125634,0.425570109,0.277716134,0.035541374,0.021626433,0.356699886,0.033637802,0.039034452,0.465745956,0.595267936,0.403480116,0.562207846,0.167053181,0.638939575,0.028061379,0.020057296,0.893084454,0.427790323,0.638774604,0.769405349,0.031757019,0.189278445,0.148622545,0.513514201,0.029759065,0.051036865,0.718397885,0.438909907,0.028181146,0.745232364,0.697255609,0.087725341,0.081657546,0.024699647,0.321432964,0.093160996,0.55298261,0.502226968,0.435071723,0.305893325,0.089293631,0.497470463,0.483693711,0.032073724,0.04049054,0.034063869,0.239927205,0.028827336,0.033424515,0.020649969,0.166499617,0.025003936,0.512236955,0.799923936,0.161841809,0.548717759,0.346809569,0.336163415,0.175253318,0.500027358,0.03606401,0.138737585,0.474086322,0.079426298,0.023195757,0.074716477,0.386180096,0.025697985,0.202342897,0.442547595,0.610417041,0.032880214,0.156269925,0.821648581,0.231216745,0.75482642,0.179657375,0.178860688,0.026370466,0.10536601,0.095211651,0.027754605,0.040204945,0.976500822,0.123543052,0.285549332,0.046032446,0.059120709,0.690897846,0.804510135,0.334397602,0.196516675,0.269933474,0.028545852,0.232953884,0.290700964,0.74641453,0.437832429,0.672820247,0.089280905,0.208442731,0.649401895,0.419615131,0.027853265,0.578501163,0.492616334,0.096177178,0.067658348,0.271568568,0.604775621,0.116000126,0.385228382,0.143285502,0.558426821,0.033806802,0.419089317,0.541156039,0.507257006,0.743885236,0.666445121,0.894346372,0.683910645,0.244456243,0.11048637,0.613906987,0.61585412,0.55901759,0.098538873,0.272264283,0.750488798,0.036288178,0.096391,0.628320433,0.444685879,0.383377778,0.439162533,0.415420463
cg24766334,0.570517714,0.037976584,0.693177126,0.43234395,0.118570602,0.081433761,0.034767334,0.242293811,0.567678078,0.02375424,0.509623334,0.202765172,0.022493671,0.314221209,0.613521673,0.493920552,0.050428034,0.028721084,0.521832268,0.667829957,0.503903596,0.177777428,0.21485017,0.192323208,0.449904234,0.244478945,0.018676704,0.466982214,0.020838402,0.028787792,0.214022399,0.414533048,0.09390108,0.494308371,0.029954074,0.148554782,0.240880614,0.031683653,0.525625528,0.609077976,0.61276823,0.115217682,0.307511137,0.019878882,0.642983116,0.01770386,0.019749152,0.676864417,0.170257934,0.604622838,0.747507366,0.033381869,0.033032936,0.181505828,0.572151805,0.212685715,0.541768071,0.620620409,0.218301293,0.421945494,0.379433017,0.65005606,0.072892281,0.233415701,0.464392827,0.05094769,0.601661372,0.448969741,0.244065204,0.101809245,0.154019207,0.078607899,0.573178745,0.401589834,0.485730608,0.582841442,0.401875931,0.464990572,0.414884399,0.228285868,0.016461223,0.352568436,0.017745158,0.554856308,0.571046098,0.257120136,0.70971709,0.192103369,0.061690451,0.039212652,0.03265687,0.618229503,0.386385542,0.579786588,0.336917245,0.585892236,0.477444249,0.036160834,0.556193081,0.306516179,0.079705257,0.520633802,0.019611186,0.088402518,0.626616197,0.359607347,0.384327062,0.30210497,0.3003085,0.014908087,0.029697802,0.018358559,0.018128612,0.578226675,0.919770232,0.6333714,0.522239272,0.024758726,0.20617445,0.596555996,0.692068011,0.441927548,0.643901049,0.197390211,0.061079536,0.116539759,0.03422542,0.581362469,0.438407823,0.053662675,0.033262316,0.47866361,0.549402567,0.458576961,0.202722347,0.587274847,0.452148739,0.036225169,0.220889735,0.630173715,0.465783896,0.041312634,0.46880027,0.158224123,0.539654239,0.24455438,0.505638124,0.040292527,0.538108499,0.575572185,0.018310335,0.314562992,0.441455761,0.524110913,0.430126609,0.198477062,0.608366448,0.31515101,0.030026364,0.020392608,0.616814701,0.02457628,0.062573334,0.160217762,0.233873998,0.453010811,0.08213836,0.557386958
cg07302069,0.582773279,0.652793491,0.806244467,0.251295747,0.566021136,0.056478347,0.122360015,0.223737459,0.383277641,0.029881391,0.460252529,0.699991955,0.038093417,0.063567225,0.642334883,0.355304267,0.02635736,0.238385239,0.529438351,0.701579576,0.27639964,0.062230508,0.197672891,0.545041902,0.145778501,0.066503003,0.226264803,0.330206284,0.435844985,0.055746322,0.403997809,0.258755225,0.607996251,0.339907356,0.142447806,0.480729685,0.091348297,0.041910367,0.263062254,0.64683224,0.605582801,0.048909838,0.717050184,0.429104197,0.657361046,0.034199504,0.023772254,0.813193861,0.353854601,0.410445317,0.721101282,0.043926165,0.034426702,0.384491042,0.273385865,0.713810226,0.504258415,0.606488662,0.12365006,0.215871148,0.497735995,0.700057556,0.031562434,0.683037707,0.576946368,0.310238559,0.588011896,0.664473432,0.066990545,0.61770653,0.257536991,0.568536956,0.473436948,0.497997581,0.581275503,0.570312725,0.149716008,0.347894668,0.135851406,0.137861259,0.030192991,0.105718999,0.028791467,0.543984162,0.404579963,0.060183344,0.943841192,0.532621323,0.629855863,0.080634664,0.108147862,0.608167284,0.144710843,0.287707417,0.31545546,0.571561415,0.453785668,0.157489252,0.491839078,0.084295952,0.539171919,0.60778964,0.934560337,0.190441693,0.71668588,0.327220906,0.85555958,0.277340466,0.484623016,0.040154926,0.039239642,0.035193555,0.030798673,0.837360375,0.925708603,0.712354383,0.39686841,0.026209962,0.59387949,0.621138066,0.637961153,0.257997258,0.671639633,0.118276626,0.33496502,0.055290077,0.393375598,0.747873808,0.219188667,0.107802512,0.115219065,0.320249576,0.433759933,0.283441255,0.06043651,0.580956279,0.537747543,0.10658632,0.066824253,0.660257673,0.626908279,0.050318759,0.297310323,0.386281687,0.566115911,0.518618577,0.648318948,0.079707012,0.528583294,0.712286883,0.427225296,0.807777966,0.464684251,0.373112,0.266123893,0.764786437,0.668093935,0.437042268,0.049826222,0.158665414,0.712790583,0.339698525,0.619457276,0.373128247,0.040540621,0.427251707,0.442331376,0.369788297
cg25963041,0.505021444,0.017158412,0.476213037,0.252136211,0.558301541,0.074264875,0.234544626,0.0217005,0.019176653,0.018443048,0.34648358,0.425487174,0.017132386,0.306721116,0.597786185,0.086595565,0.014368191,0.234604065,0.029508459,0.585101719,0.025408994,0.020890573,0.470126363,0.016815237,0.323855611,0.209401376,0.024584658,0.026988021,0.026333283,0.227483151,0.437654437,0.401456038,0.480108438,0.412705166,0.579961829,0.017485423,0.140796919,0.072254,0.024493435,0.519907802,0.541716032,0.15839288,0.022885245,0.066440619,0.495673618,0.020266813,0.017513875,0.644580417,0.402015519,0.456896405,0.213129684,0.208805088,0.061849059,0.02717158,0.449728105,0.583747508,0.470369098,0.621162134,0.273754586,0.024996031,0.616962693,0.633915108,0.022907406,0.026298436,0.026272818,0.021290251,0.48487393,0.694703139,0.065663024,0.249164007,0.210182972,0.452754643,0.028003239,0.367127691,0.531533696,0.494027639,0.022846727,0.238329233,0.148573857,0.371931843,0.015002912,0.061937295,0.029333091,0.539317863,0.554770401,0.05983382,0.382240655,0.646992884,0.664995663,0.018978813,0.29838703,0.028966119,0.184109125,0.199297666,0.313838712,0.753627707,0.426481044,0.249642782,0.398252617,0.331328929,0.455976593,0.48586292,0.814021084,0.113646763,0.632063155,0.045641302,0.691031123,0.326501933,0.096160769,0.016480445,0.019563338,0.017794715,0.025583611,0.655693224,0.902116094,0.482042641,0.509783834,0.021004232,0.458859658,0.550439663,0.610914983,0.282215952,0.419317961,0.244245717,0.478438336,0.107399694,0.020402629,0.598672952,0.061020578,0.558816705,0.021006023,0.383614873,0.025905124,0.442155689,0.155488832,0.471295943,0.020657861,0.024095402,0.09527333,0.638711827,0.538676097,0.065092529,0.437976485,0.091155893,0.512766945,0.016637133,0.468154442,0.506052675,0.425882389,0.516438978,0.018371664,0.02331689,0.5272796,0.199875769,0.367285234,0.516821681,0.665382999,0.376321553,0.022011531,0.193371272,0.604953832,0.331626731,0.020442904,0.503350055,0.386120841,0.412010041,0.423704674,0.42034482
